name,year,mpaa,sex,violence,profanity
"Legend of Tarzan, The ",2016,PG-13,3,6,2
Legend of the Guardians: The Owls of Ga'Hoole ,2010,PG,1,4,1
"Legend of Zorro, The ",2005,PG,3,6,1
Legends of Oz: Dorothy's Return ,2014,PG,1,3,1
Legends of the Fall ,1995,R,5,8,5
Legion ,2009,R,2,8,7
Legionnaire ,1998,R,3,7,3
"LEGO Batman Movie, The ",2017,PG,1,3,2
"Lego Movie, The ",2014,PG,1,3,2
Lemony Snicket's A Series of Unfortunate Events ,2004,PG,1,4,1
Les Miserables ,1998,PG-13,2,4,2
Les Mis̩rables ,2012,PG-13,5,6,4
Lethal Weapon 3 ,1992,R,2,6,7
Lethal Weapon 4 ,1998,R,2,8,8
Let Me In ,2010,R,6,9,6
Let's Be Cops ,2014,R,6,6,8
Letters from Iwo Jima ,2007,R,0,8,2
Letters to Juliet ,2010,PG,3,1,2
Liar Liar ,1997,PG-13,3,2,4
Liberal Arts ,2012,PG-13,5,3,4
"Libertine, The ",2004,R,9,4,6
Liberty Heights ,1999,R,6,2,6
License to Wed ,2007,PG-13,5,3,5
Life ,2017,R,1,7,7
"Life Aquatic with Steve Zissou, The ",2004,R,6,5,7
Life as a House ,2001,R,6,4,7
Life as We Know It ,2010,PG-13,5,3,5
"Lifeguard, The ",2013,R,7,4,8
Life is Beautiful ,1997,PG-13,2,3,0
"Life Less Ordinary, A ",1997,R,2,6,6
"Life of David Gale, The ",2003,R,6,7,6
Life of Pi ,2012,PG,2,4,3
Life or Something Like It ,2002,PG-13,4,2,5
Life Partners ,2014,R,4,2,8
Life With Mikey ,1993,PG,1,2,3
"Light Between Oceans, The ",2016,PG-13,5,3,1
Lightning Jack ,1994,PG-13,3,3,2
Lights Out ,2016,PG-13,2,5,3
Like Crazy ,2011,PG-13,7,1,5
Like Mike ,2002,PG,2,2,3
Lilo & Stitch ,2002,PG,1,3,1
Limbo ,1999,R,3,3,7
"Limey, The ",1999,R,3,6,9
Limitless ,2011,PG-13,6,7,5
Lincoln ,2012,PG-13,1,6,5
"Lincoln Lawyer, The ",2011,R,6,7,5
"Lion King, The ",1994,G,0,3,0
"Lion King 1�_, The ",2004,G,0,2,0
Lions for Lambs ,2007,R,1,5,6
Listen Up Philip ,2014,NR,3,3,7
Lithium Springs ,2004,NR,3,2,1
Little Big League ,1994,PG,1,0,0
Little Black Book ,2004,PG-13,4,3,4
Little Boy ,2015,PG-13,1,5,2
Little Children ,2006,R,8,4,6
Little City ,1998,R,4,1,7
Little Fockers ,2010,PG-13,6,5,4
Little Giants ,1994,PG,1,1,1
"Little Help, A ",2011,R,7,4,6
"Little Indian, Big City ",1996,PG,2,2,3
Little Man ,2006,PG-13,5,5,4
Little Manhattan ,2005,PG,3,3,2
"Little Mermaid, The ",1989,G,1,3,1
Little Miss Sunshine ,2006,R,5,4,7
Little Nicky ,2000,PG-13,5,5,5
"Little Princess, A ",1995,G,1,3,0
"Little Rascals, The ",1994,PG,0,1,1
Little Secrets ,2002,PG,3,2,1
"Little Vampire, The ",2000,PG,0,3,1
Little Women ,1994,PG,0,1,0
Live Free or Die Hard ,2007,PG-13,4,6,5
Living Out Loud ,1998,R,6,1,6
"Lizzie McGuire Movie, The ",2003,PG,3,2,2
"Lobster, The ",2016,R,7,6,5
Lockout ,2012,PG-13,2,6,5
"Loft, The ",2015,R,7,6,9
Logan Lucky ,2017,PG-13,3,5,5
Lola Versus ,2012,R,7,3,6
London Has Fallen ,2016,R,1,8,8
"Loneliest Planet, The ",2012,NR,7,4,4
"Lone Ranger, The ",2013,PG-13,3,7,3
Lonesome Jim ,2005,R,6,3,5
The Longest Ride ,2015,PG-13,5,4,3
"Longest Yard, The ",2005,PG-13,5,6,5
"Long Kiss Goodnight, The ",1996,R,3,9,9
"Longshots, The ",2008,PG,3,3,4
Looking for Comedy in the Muslim World ,2005,PG-13,3,2,4
"Lookout, The ",2007,R,6,7,7
Look Who's Talking Now! ,1993,PG-13,3,3,1
Looney Tunes: Back in Action ,2003,PG,2,3,2
Looper ,2012,R,7,8,7
Loosies ,2012,PG-13,6,5,5
Lord of Illusions ,1995,R,5,9,7
"Lord of the Rings: The Fellowship of the Ring, The ",2001,PG-13,1,7,1
"Lord of the Rings: Return of the King, The ",2003,PG-13,1,7,1
"Lord of the Rings: The Two Towers, The ",2002,PG-13,1,7,1
Lords of Dogtown ,2005,PG-13,6,5,5
Lore ,2012,NR,6,7,4
Lorenzo's Oil ,1993,PG-13,0,2,1
Loser ,2000,PG-13,4,3,5
"Losers, The ",2010,PG-13,6,7,5
Losing Isaiah ,1995,R,2,3,5
Lost & Found ,1999,PG-13,3,4,4
Lost in Space ,1998,PG-13,1,4,3
Lost In Translation ,2003,R,6,2,4
Lost in Yonkers ,1993,PG,2,2,1
"Lost World: Jurassic Park, The ",1997,PG-13,0,7,3
"Lot Like Love, A ",2005,PG-13,6,3,3
Lottery Ticket ,2010,PG-13,6,5,5
Love Actually ,2003,R,7,1,6
Love and Basketball ,2000,PG-13,5,3,5
Love and Death on Long Island ,1998,PG-13,4,2,6
Love & Friendship ,2016,PG,2,1,1
Love & Other Drugs ,2010,R,10,3,9
Love Don't Cost a Thing ,2003,PG-13,5,3,4
Love Field ,1993,PG-13,2,3,4
"Love Guru, The ",2008,PG-13,7,4,5
Love Happens ,2009,PG-13,4,3,4
Love in the Time of Cholera ,2007,R,9,4,5
Love is All You Need ,2013,R,6,4,6
Love Is Strange ,2014,R,3,2,5
Lovelace ,2013,R,9,6,6
"Love Letter, The ",1999,R,5,1,5
Lovely and Amazing ,2002,R,6,3,6
"Lovely Bones, The ",2009,PG-13,4,7,5
"Lovers, The ",2017,R,7,3,6
Love The Coopers ,2015,PG-13,5,3,3
Loving ,2016,PG-13,2,2,3
"Low Down Dirty Shame, A ",1994,R,6,5,7
Lucky Number Slevin ,2006,R,7,8,8
"Lucky One, The ",2012,PG-13,6,5,4
"Lucky Ones, The ",2008,R,6,4,7
Lucy ,2014,R,4,7,4
Lucky You ,2007,PG-13,4,2,3
"Lust, Caution ",2007,NC-17,10,7,5
Mac ,1993,R,6,4,8
Machete ,2010,R,8,10,8
Machine Gun Preacher ,2011,R,6,8,8
MacGruber ,2010,R,8,9,8
Madagascar ,2005,PG,1,4,2
Madagascar: Escape 2 Africa ,2008,PG,2,3,2
Madagascar 3: Europe's Most Wanted ,2012,PG,2,3,1
Mad City ,1997,PG-13,1,5,5
Mad Dog and Glory ,1993,R,6,6,6
Madea's Family Reunion ,2006,PG-13,4,5,4
Madea's Witness Protection ,2012,PG-13,4,4,4
Made in America ,1993,PG-13,5,0,3
Made in Dagenham ,2010,R,6,3,6
Madeline ,1998,PG,1,2,2
Made of Honor ,2008,PG-13,6,4,5
Madison ,2005,PG,2,2,3
Mad Love ,1995,PG-13,4,3,5
Mad Hot Ballroom ,2005,PG,2,2,1
Mad Max: Fury Road ,2015,R,5,8,5
Mad Money ,2008,PG-13,4,3,5
Mafia! ,1998,PG-13,4,4,5
Magdalene Sisters ,2003,R,8,6,6
Magic in the Moonlight ,2014,PG-13,2,2,3
Magic in the Water ,1995,PG,1,2,3
"Magic of Belle Isle, The ",2012,PG,1,3,2
"Magnificent Seven, The ",2016,PG-13,3,6,4
Maid In Manhattan ,2002,PG-13,4,1,4
"Majestic, The ",2001,PG,2,3,4
Major League II ,1994,PG,2,2,3
Major League III: Back to the Minors ,1998,PG-13,2,2,5
Major Payne ,1995,PG-13,1,3,3
Malcolm X ,1992,PG-13,2,5,6
Maleficent ,2014,PG,1,4,2
Malibu's Most Wanted ,2003,PG-13,5,4,6
Malice ,1993,R,6,7,6
Mallrats ,1995,R,5,2,8
Mama ,2013,PG-13,4,7,5
Mamma Mia! ,2008,PG-13,4,1,3
"Mambo Kings, The ",1992,R,7,4,1
"Man, The ",2005,PG-13,3,5,6
"Manchurian Candidate, The ",2004,R,4,8,5
Mandela: Long Walk to Freedom ,2013,PG-13,4,7,3
"Man from U.N.C.L.E., The ",2015,PG-13,4,6,3
"Mangler, The ",1995,R,2,9,7
Manhattan Murder Mystery ,1993,PG,1,2,0
"Man in the Iron Mask, The ",1998,PG-13,4,5,3
Man of Steel ,2013,PG-13,3,6,3
Man of the Century ,1999,R,3,2,9
Man of the House ,1995,PG,1,3,0
Man of the House ,2005,PG-13,5,5,4
Man of the Year ,2006,PG-13,4,4,5
Man on a Ledge ,2012,PG-13,3,5,5
Man on Fire ,2004,R,4,10,6
Man on the Moon ,1999,R,5,4,6
Mansfield Park ,1999,PG-13,4,2,1
"Man Who Copied, The ",2003,R,5,6,5
"Man Who Wasn't There, The ",2001,R,4,6,4
"Man Without a Face, The ",1993,PG-13,3,1,5
"Man with the Iron Fists, The ",2012,R,7,8,6
Map of the Human Heart ,1993,R,6,6,5
Maps to the Stars ,2015,R,10,7,9
March of the Penguins ,2005,G,3,3,0
Margaret ,2011,R,8,6,7
Margot at the Wedding ,2007,R,8,5,8
Marie Antoinette ,2006,PG-13,7,3,2
"Marine, The ",2006,NR,5,7,5
Marley & Me ,2008,PG,5,4,4
Marmaduke ,2010,PG,1,2,1
Married Life ,2008,PG-13,3,3,1
Married to It ,1991,R,5,0,7
Mars Attacks! ,1996,PG-13,3,7,3
Mars Needs Moms ,2011,PG,1,4,1
Martha Marcy May Marlene ,2011,R,8,6,6
"Martian, The ",2015,PG-13,3,5,5
Martian Child ,2007,PG,2,2,3
Mary Reilly ,1996,R,3,7,1
Mary Shelley's Frankenstein ,1994,R,5,7,2
"Mask, The ",1994,PG-13,2,4,3
"Mask of Zorro, The ",1998,PG-13,3,7,2
"Master, The ",2012,R,8,5,9
Master and Commander: The Far Side of the World ,2003,PG-13,3,6,5
Masterminds ,1997,PG-13,1,6,4
Masterminds ,2016,PG-13,3,4,5
"Master of Disguise, The ",2002,PG,3,3,3
Matchstick Men ,2003,PG-13,5,5,5
Matilda ,1996,PG,0,3,2
Matinee ,1993,PG,1,2,1
"Matrix, The ",1999,R,2,7,5
"Matrix Reloaded, The ",2002,R,6,7,5
"Matrix Revolutions, The ",2003,R,5,7,4
Maudie ,2017,PG-13,5,3,2
Maverick ,1994,PG,2,3,3
Max ,2015,PG,1,4,2
Maximum Risk ,1996,R,5,9,5
Max Keeble's Big Move ,2001,PG,3,4,3
Max Payne ,2008,PG-13,4,6,5
Max Steel ,2016,PG-13,1,5,4
"Maze Runner, The ",2014,PG-13,1,6,4
Maze Runner: The Scorch Trials ,2015,PG-13,2,6,4
McFarland USA ,2015,PG,2,4,2
McHale's Navy ,1997,PG,1,3,3
Mean Creek ,2004,R,4,5,8
Me and Earl and the Dying Girl ,2015,PG-13,4,4,5
Me and Orson Welles ,2009,PG-13,3,3,4
Mean Girls ,2004,PG-13,5,4,4
Me Before You ,2016,PG-13,3,2,2
"Mechanic, The ",2011,R,7,8,6
Mechanic: Resurrection ,2016,R,5,6,5
"Medallion, The ",2003,PG-13,2,5,3
"Meddler, The ",2016,PG-13,2,3,5
Meek's Cutoff ,2011,PG,2,3,3
Meet Dave ,2008,PG,2,3,2
Meet Joe Black ,1998,PG-13,4,3,6
Meet the Deedles ,1998,PG,2,3,2
Meet the Fockers ,2004,PG-13,6,4,4
Meet the Parents ,2000,PG-13,3,2,6
Meet the Robinsons ,2007,G,1,3,1
Meet the Spartans ,2008,PG-13,7,7,5
Meet Wally Sparks ,1997,R,6,3,6
Megamind ,2010,PG,2,4,3
Megan Leavey ,2017,PG-13,3,5,5
Melancholia ,2011,R,7,4,5
Memoirs of a Geisha ,2005,PG-13,5,5,3
Menace II Society ,1993,R,2,9,9
Men in Black ,1997,PG-13,1,5,4
Men In Black II ,2002,PG-13,2,5,4
Men In Black 3 ,2012,PG-13,3,5,4
Men of Honor ,2000,R,3,5,7
Mental ,2013,R,5,6,6
"Men Who Stare at Goats, The ",2009,R,6,5,7
"Men, Women and Children ",2014,R,9,5,7
Mercury Rising ,1998,R,0,7,6
"Merry Gentleman, The ",2009,R,6,5,5
Message in a Bottle ,1999,PG-13,3,2,3
"Messenger, The ",2009,R,8,6,7
"Messenger, The: The Story of Joan of Arc ",1999,R,3,9,6
"Messengers, The ",2007,PG-13,3,7,3
"Meteor Man, The ",1993,PG,1,4,2
Metro ,1997,R,3,8,9
Mia and the Migoo ,2008,PG,1,3,3
Miami Vice ,2006,R,7,8,6
Michael ,1997,PG,2,2,2
Michael Clayton ,2007,R,4,5,6
Michael Collins ,1996,R,1,8,8
Michael Jackson: This Is It ,2009,PG,3,3,1
Mickey Blue Eyes ,1999,PG-13,4,5,5
Micmacs ,2010,R,7,6,4
Middle of Nowhere ,2012,R,4,3,5
Middle School: The Worst Years of My Life ,2016,PG,2,3,3
Midnight in Paris ,2011,PG-13,4,2,4
Midnight in the Garden of Good and Evil ,1997,R,3,5,7
Midnight Special ,2016,PG-13,0,5,2
"Midsummer Night's Dream, A ",1999,PG-13,6,2,2
"Mighty, The ",1998,PG-13,0,5,3
Mighty Ducks ,1992,PG,1,2,2
"Mighty Heart, A ",2007,R,4,5,6
Mighty Joe Young ,1998,PG,1,5,1
"Mighty Macs, The ",2011,G,3,1,1
Mighty Morphin Power Rangers: The Movie ,1995,PG,1,3,1
"Mighty Wind, A ",2003,PG-13,4,2,4
Milk ,2008,R,8,6,6
Milk Money ,1994,PG-13,4,3,3
Million Dollar Arm ,2014,PG,3,2,2
Million Dollar Baby ,2005,PG-13,2,6,5
Millions ,2005,PG,3,3,3
Mindhunters ,2005,R,6,10,7
Minions ,2015,PG,2,4,2
Minority Report ,2002,PG-13,5,6,5
Mimic ,1997,R,1,7,6
Miracle ,2004,PG,2,4,3
Miracle at St. Anna ,2008,R,7,9,7
Miracle On 34th Street ,1994,PG,3,1,3
Miracles from Heaven ,2016,PG,2,3,1
"Mirror Has Two Faces, The ",1996,PG-13,4,1,5
"Mirror, Mirror ",2012,PG,3,4,2
Mirrors ,2008,R,5,8,5
Misery Loves Comedy ,2015,NR,4,2,9
Miss Congeniality ,2000,PG-13,4,4,5
Miss Congeniality 2: Armed and Fabulous ,2005,PG-13,3,4,3
"Missing, The ",2003,R,4,8,3
Mission: Impossible ,1996,PG-13,1,5,3
Mission: Impossible - Ghost Protocol ,2011,PG-13,2,6,4
Mission: Impossible - Rogue Nation ,2015,PG-13,3,6,4
Mission: Impossible 2 ,2000,PG-13,3,6,4
Mission: Impossible III ,2006,PG-13,5,7,4
Mission to Mars ,2000,PG,1,4,3
Mississippi Grind ,2015,R,4,5,7
Miss Peregrine's Home for Peculiar Children ,2016,PG-13,1,5,3
Miss Pettigrew Lives for a Day ,2008,PG-13,5,2,3
Miss Potter ,2006,PG,2,2,1
Miss Sloane ,2016,R,5,3,6
"Mist, The ",2007,R,2,9,6
Mistress America ,2015,R,5,3,7
Moana ,2016,PG,1,3,1
"Mod Squad, The ",1999,R,5,5,8
Moll Flanders ,1996,PG-13,5,3,2
Mom & Dad Save The World ,1992,PG,1,1,1
Moms' Night Out ,2014,PG,1,3,2
Mona Lisa Smile ,2003,PG-13,4,2,4
Mondays in the Sun ,2003,R,4,3,8
Money Talks ,1997,R,2,7,7
Mongol ,2007,R,6,8,4
Monkeybone ,2001,PG-13,7,6,4
Monkey Kingdom ,2015,G,3,2,0
Monkey Trouble ,1994,PG,1,1,0
Monsieur Lazhar ,2011,PG-13,1,4,4
"Monster Calls, A ",2016,PG-13,1,4,1
Monster House ,2006,PG,3,6,1
Monster-in-Law ,2005,PG-13,4,3,4
Monster's Ball ,2001,R,9,6,6
"Monsters, Inc. ",2001,G,1,4,1
Monsters University ,2013,G,1,3,1
Monsters vs. Aliens ,2009,PG,2,3,2
Monster Trucks ,2017,PG,1,3,1
Monte Carlo ,2011,PG,2,2,3
"Monuments Men, The ",2014,PG-13,2,5,5
Moon ,2009,R,5,7,8
Moonlight ,2016,R,6,5,7
Moonlight Mile ,2002,PG-13,3,3,5
Moonrise Kingdom ,2012,PG-13,5,4,3
Morgan ,2016,R,1,6,5
Morning Glory ,2010,PG-13,6,3,5
"Mortal Instruments, The: City of Bones ",2013,PG-13,3,6,4
Mortal Kombat ,1995,PG-13,1,6,2
Mortal Kombat: Annihilation ,1997,PG-13,1,7,1
Mortdecai ,2015,R,6,6,5
"Most Violent Year, A ",2014,R,3,5,8
Most Wanted ,1997,R,4,7,7
Mother and Child ,2009,R,8,3,5
Motherhood ,2009,PG-13,5,2,5
Mother's Boys ,1994,R,5,7,5
Mother's Day ,2016,PG-13,4,3,5
"Mothman Prophecies, The ",2002,PG-13,4,4,5
"Motorcycle Diaries, The ",2004,R,5,4,8
Moulin Rouge ,2001,PG-13,5,4,3
Mousehunt ,1997,PG,3,3,2
Mozart's Sister ,2011,G,5,3,4
Mr. & Mrs. Smith ,2005,PG-13,6,6,5
Mr. Bean's Holiday ,2007,G,1,2,1
Mr. Brooks ,2007,R,7,8,8
Mr. Deeds ,2002,PG-13,3,4,5
Mr. Holmes ,2015,PG,1,3,1
Mr. Jones ,1993,R,4,4,7
Mr. Magoo ,1997,PG,1,4,1
Mr. Magorium's Wonder Emporium ,2007,G,0,2,1
Mr. Nice Guy ,1998,PG-13,2,6,2
Mr. Peabody & Sherman ,2014,PG,1,3,1
Mr. Popper's Penguins ,2011,PG,1,3,2
Mr. Saturday Night ,1992,R,0,1,6
Mrs. Brown ,1997,PG,2,2,1
Mrs. Doubtfire ,1993,PG-13,1,1,5
Mrs. Winterbourne ,1996,PG-13,3,2,5
Mr. 3000 ,2004,PG-13,4,2,4
Mr. Wonderful ,1993,PG-13,4,2,5
Mr. Woodcock ,2007,PG-13,6,4,5
Mr. Wrong ,1996,PG-13,3,3,2
Much Ado About Nothing ,1993,PG-13,4,3,3
Much Ado About Nothing ,2013,PG-13,6,3,3
Mud ,2013,PG-13,3,5,5
Mulan ,1998,G,1,3,1
Mulholland Drive ,2001,R,8,6,5
Mulholland Falls ,1996,R,6,6,5
Multiplicity ,1996,PG-13,3,1,3
Mumford ,1999,R,7,2,5
"Mummy, The ",1999,PG-13,3,6,3
"Mummy, The ",2017,PG-13,3,7,3
"Mummy Returns, The ",2001,PG-13,4,7,3
"Mummy, The: Tomb of the Dragon Emperor ",2008,PG-13,3,7,3
Munich ,2005,R,7,8,6
"Muppets, The ",2011,PG,2,3,1
Muppets from Space ,1999,G,1,3,0
Muppets Most Wanted ,2014,PG,1,3,2
"Muppet Christmas Carol, The ",1992,G,0,1,0
Muppet Treasure Island ,1996,G,0,3,1
Murder at 1600 ,1997,R,5,6,5
Murder By Numbers ,2002,R,5,6,5
Murder in the First ,1995,R,4,7,7
Muriel's Wedding ,1995,R,3,2,5
"Muse, The ",1999,PG-13,4,1,3
Music and Lyrics ,2007,PG-13,5,1,3
"Music Never Stopped, The ",2011,PG,2,3,4
Music of the Heart ,1999,PG,2,2,3
"Musketeer, The ",2001,PG-13,3,6,2
Must Love Dogs ,2005,PG-13,6,2,4
My All American ,2015,PG,3,3,3
My Baby's Daddy ,2003,PG-13,5,3,5
My Best Friend's Girl ,2008,R,8,4,9
My Best Friend's Wedding ,1997,PG-13,2,2,5
My Big Fat Greek Wedding ,2002,PG,3,2,3
My Big Fat Greek Wedding 2 ,2016,PG-13,4,3,2
My Bloody Valentine 3-D ,2009,R,8,10,8
My Boss's Daughter ,2003,PG-13,5,4,5
My Boyfriend's Back ,1993,PG-13,4,5,3
My Cousin Rachel ,2017,PG-13,6,3,5
My Cousin Vinny ,1992,R,1,3,6
My Dog Skip ,2000,PG,0,4,3
My Father the Hero ,1994,PG,1,1,2
My Favorite Martian ,1999,PG,3,3,2
My Fellow Americans ,1996,PG-13,3,3,6
My Giant ,1998,PG,1,2,3
My Girl 2 ,1994,PG,1,0,2
My Life ,1993,PG-13,2,0,5
My Life in Ruins ,2009,PG-13,6,3,4
My Sister's Keeper ,2009,PG-13,5,4,5
"Mystery, Alaska ",1999,R,5,4,7
Mystery Men ,1999,PG-13,3,5,3
My Summer of Love ,2005,R,7,4,7
My Super Ex-Girlfriend ,2006,PG-13,7,6,4
"Myth of Fingerprints, The ",1997,R,6,2,5
My Week with Marilyn ,2011,R,5,4,5
Nacho Libre ,2006,PG,3,4,3
Naked Gun 33 1/3: The Final Insult ,1994,PG-13,5,4,5
"Namesake, The ",2007,PG-13,5,3,3
Nancy Drew ,2007,PG,2,3,1
Nanny Diaries ,2007,PG-13,4,3,5
Nanny McPhee ,2006,PG,2,3,3
Nanny McPhee Returns ,2010,PG,2,4,3
Napoleon Dynamite ,2004,PG,3,4,3
National Lampoon's Adam and Eve ,2005,R,8,4,6
National Lampoon's Loaded Weapon I ,1993,PG-13,4,4,4
National Lampoon's Senior Trip ,1995,R,3,2,5
National Lampoon's Van Wilder: The Rise of Taj ,2006,R,8,2,5
National Lampoon's Vegas Vacation ,1997,PG,2,2,3
National Security ,2003,PG-13,4,4,5
National Treasure ,2004,PG,2,4,1
National Treasure: Book of Secrets ,2007,PG,1,4,1
"Nativity Story, The ",2006,PG,2,4,0
Natural Born Killers ,1994,R,7,10,9
Nebraska ,2013,R,3,4,5
Need For Speed ,2014,PG-13,3,6,4
Needful Things ,1993,R,3,6,5
"Negotiator, The ",1998,R,1,6,8
Neil Simon's The Odd Couple II ,1998,PG-13,1,2,5
Nell ,1994,PG-13,5,2,5
Nerve ,2016,PG-13,4,5,5
"Net, The ",1995,PG-13,2,4,5
Never Back Down ,2008,PG-13,4,6,5
Never Been Kissed ,1999,PG-13,4,2,3
Never Let Me Go ,2010,R,8,6,3
Never Talk to Strangers ,1995,R,7,5,6
"New Guy, The ",2002,PG-13,4,4,5
New In Town ,2009,PG,5,4,4
Newsies ,1992,PG,1,1,0
"Newton Boys, The ",1998,PG-13,3,4,3
"New World, The ",2005,PG-13,4,6,1
New Year's Eve ,2011,PG-13,5,3,5
New York Minute ,2004,PG,3,3,1
Next ,2007,PG-13,5,6,5
"Next Best Thing, The ",2000,PG-13,5,1,5
"Next Karate Kid, The ",1994,PG,3,5,3
Next Stop Wonderland ,1998,R,3,1,6
"Next Three Days, The ",2010,PG-13,3,6,5
Nick & Norah's Infinite Playlist ,2008,PG-13,7,4,5
Nicholas Nickleby ,2002,PG,3,4,3
Night and the City ,1992,R,4,3,5
Night at the Museum ,2006,PG,1,4,1
Night at the Museum: Battle of the Smithsonian ,2009,PG,2,3,1
Night at the Museum: Secret of the Tomb ,2014,PG,2,5,3
"Night at the Roxbury, A ",1998,PG-13,5,2,5
Nightcrawler ,2014,R,3,7,9
Night Falls on Manhattan ,1997,R,2,5,8
"Night Listener, The ",2006,R,6,3,7
"Nightmare on Elm Street, A ",2010,R,4,9,6
Night on Earth ,1992,R,3,0,6
Nights in Rodanthe ,2008,PG-13,5,3,5
"Night We Never Met, The ",1993,R,5,1,6
Nightwatch ,1998,R,7,8,7
Night Watch ,2004,R,6,9,6
Nim's Island ,2008,PG,2,4,1
9,2009,PG-13,1,5,0
Nine ,2009,PG-13,6,3,3
Nine Lives ,2005,R,5,4,6
Nine Lives ,2016,PG,2,3,2
Nine Months ,1995,PG-13,3,2,5
90 Minutes in Heaven ,2015,PG-13,1,5,1
Ninja Assassin ,2009,R,3,10,6
"Ninth Gate, The ",2000,R,6,6,5
Noah ,2014,PG-13,3,6,1
Nobel Son ,2008,R,8,7,7
Nobody's Fool ,1995,R,5,2,5
Nobody Walks ,2012,R,7,2,6
No Country for Old Men ,2007,R,1,9,5
No Escape ,1994,R,1,7,3
No Escape ,2015,R,4,8,6
No Good Deed ,2014,PG-13,4,6,5
No Man's Land ,2001,R,2,6,7
Non-Stop ,2014,PG-13,1,5,5
Norbit ,2007,PG-13,5,4,4
No Reservations ,2007,PG,4,3,3
Norman ,2017,R,2,4,5
Norm of the North ,2016,PG,1,3,1
North ,1994,PG,1,2,2
North Country ,2005,R,7,5,6
Northfork ,2003,PG-13,3,4,4
Norwegian Wood ,2011,NR,8,4,5
No Strings Attached ,2011,R,8,3,6
Not Another Teen Movie ,2001,R,8,6,6
Not Easily Broken ,2009,PG-13,4,5,4
"Notebook, The ",2004,PG-13,6,4,4
Notes on a Scandal ,2006,R,7,3,6
Not Fade Away ,2012,R,6,3,8
Nothing But the Truth ,2008,R,6,6,7
Nothing Like the Holidays ,2008,PG-13,5,4,4
Nothing to Lose ,1997,R,3,4,9
"Notorious Bettie Page, The ",2005,R,8,6,5
Notting Hill ,1999,PG-13,4,1,5
"November Man, The ",2014,R,7,7,7
Now and Then ,1995,PG-13,2,3,4
Nowhere to Run ,1993,R,7,7,5
Now You See Me ,2013,PG-13,4,5,5
Now You See Me 2 ,2016,PG-13,1,5,4
"Number 23, The ",2007,R,7,8,6
"Nutcracker, The ",1993,G,1,1,0
"Nut Job, The ",2014,PG,1,3,2
"Nut Job 2: Nutty by Nature, The ",2017,PG,1,3,1
"Nutty Professor, The ",1996,PG-13,2,3,6
Nutty Professor II: The Klumps ,2000,PG-13,7,5,6
O ,2001,R,6,6,9
"Object of My Affection, The ",1998,R,3,1,6
Oblivion ,2013,PG-13,4,6,5
"O Brother, Where Art Thou? ",2000,PG-13,4,5,4
Obsessed ,2009,PG-13,6,6,4
Obvious Child ,2014,R,6,2,7
Ocean's Eleven ,2001,PG-13,4,4,5
Ocean's Thirteen ,2007,PG-13,5,5,4
Ocean's Twelve ,2004,PG-13,3,4,5
October Sky ,1999,PG,1,2,3
Oculus ,2014,R,3,7,5
"Odd Life Of Timothy Green, The ",2012,PG,2,3,1
Office Killer ,1997,R,1,10,6
Office Space ,1999,R,5,3,9
Off the Map ,2005,PG-13,5,4,3
Of Gods and Men ,2011,PG-13,1,6,5
Of Mice and Men ,1992,PG,0,2,2
"Oh in Ohio, The ",2006,NR,8,1,6
Oldboy ,2013,R,8,9,8
Old Dogs ,2009,PG,4,4,4
Old School ,2003,R,8,4,6
Oliver and Company ,1988,G,0,2,0
Oliver Twist ,2005,PG-13,2,5,3
Olympus Has Fallen ,2013,R,2,8,8
"Omega Code, The ",1999,PG-13,0,5,0
"Omen, The ",2006,R,1,8,5
Once ,2007,R,2,1,7
Once Upon a Forest ,1993,G,0,1,0
Once Upon a Time in Mexico ,2003,R,5,9,7
On Deadly Ground ,1994,R,4,8,7
"One, The ",2001,PG-13,3,7,4
One Day ,2011,PG-13,7,4,5
One Direction: This Is Us ,2013,PG,3,2,3
One for the Money ,2012,PG-13,5,5,4
One Missed Call ,2008,PG-13,4,7,4
One True Thing ,1998,R,2,1,6
187,1997,R,4,8,8
127 Hours ,2010,R,4,8,6
One Fine Day ,1996,PG,2,0,3
One Hour Photo ,2002,R,6,4,6
101 Dalmatians ,1996,G,1,3,1
102 Dalmatians ,2000,G,1,4,2
One Night at McCool's ,2001,R,8,6,8
Only God Forgives ,2013,R,6,10,5
"Only Living Boy in New York, The ",2017,R,5,2,6
Only Lovers Left Alive ,2014,R,5,5,7
Only the Strong Survive ,2003,PG-13,3,0,5
Only You ,1994,PG,3,2,0
On the Line ,2001,PG,3,2,2
On the Road ,2012,R,9,3,6
Open Range ,2003,R,2,6,4
Open Season ,2006,PG,1,4,2
Open Water ,2004,R,6,7,6
Operation Condor ,1997,PG-13,2,5,2
Operation Dumbo Drop ,1995,PG,1,3,2
"Oranges, The ",2012,R,6,3,6
Orange County ,2002,PG-13,4,4,5
Original Gangstas ,1996,R,2,8,8
Original Sin ,2001,R,8,5,2
Orphan ,2009,R,8,9,6
"Orphanage, The ",2007,R,2,7,5
Osmosis Jones ,2001,PG,2,5,2
"Other Boleyn Girl, The ",2008,PG-13,7,6,3
"Other Guys, The ",2010,PG-13,5,6,5
"Others, The ",2001,PG-13,2,4,3
"Other Sister, The ",1999,PG-13,4,1,2
"Other Son, The ",2012,PG-13,3,5,5
"Other Woman, The ",2014,PG-13,5,4,5
"Ottoman Lieutenant, The ",2017,R,6,7,1
